Make,Model,Year,Price,Mileage,Manufacture_Date
Volkswagen,Convertible,2003,57344,33746,2022-01-18
Audi,Coupe,2019,73546,66266,2022-01-31
Ford,Coupe,2003,76091,56,2022-05-12
Ford,SUV,2017,70603,31457,2013-02-01
Chevrolet,Sedan,2003,33412,133315,2011-01-28
Mercedes-Benz,Convertible,2016,56658,186103,2006-02-11
Hyundai,Hatchback,2011,54549,132773,2022-03-23
Volkswagen,Coupe,2021,16549,187453,2017-05-30
Chevrolet,Convertible,2016,76216,181510,2011-06-29
Volkswagen,Sedan,2009,30739,73839,2001-09-07
Hyundai,Truck,2021,26209,80636,2004-04-15
Mercedes-Benz,Sedan,2000,20116,107697,2006-05-28
Nissan,Convertible,2021,25045,66483,2022-03-15
Hyundai,Convertible,2017,31327,20505,2020-03-10
Chevrolet,SUV,2017,40709,137625,2018-05-13
Audi,Convertible,2013,48617,33525,2001-01-13
Volkswagen,Coupe,2014,65139,96008,2009-06-27
BMW,Hatchback,2011,31905,44348,2016-06-10
Chevrolet,SUV,2003,69148,7273,2006-03-21
Nissan,Convertible,2002,77603,64236,2002-10-04
Audi,Sedan,2019,47919,134607,2018-08-14
Mercedes-Benz,Convertible,2011,63446,149749,2000-04-19
Honda,Sedan,2006,57428,107157,2007-08-03
Ford,Sedan,2010,52894,908,2010-08-19
Hyundai,Convertible,2000,11447,108352,2007-02-13
Ford,Sedan,2005,10499,95967,2015-02-09
Chevrolet,Hatchback,2014,44041,88989,2008-11-17
Mercedes-Benz,Truck,2014,36315,35079,2002-10-02
Toyota,SUV,2018,6299,111889,2000-11-01
Audi,Convertible,2010,9994,49323,2015-08-11
BMW,Minivan,2022,12489,176392,2002-08-16
Ford,Truck,2001,37355,89909,2014-06-06
Volkswagen,Sedan,2013,78805,46105,2020-10-17
Nissan,Sedan,2001,73367,161236,2009-09-08
Ford,SUV,2003,6996,132957,2019-03-22
Chevrolet,Truck,2016,49387,188891,2004-06-18
Audi,Truck,2002,8089,1049,2007-02-16
Audi,Convertible,2012,25659,53281,2022-08-11
Hyundai,Sedan,2008,50178,43271,2000-07-24
Toyota,Minivan,2006,75726,66697,2015-08-01
Hyundai,Coupe,2014,75111,197423,2016-10-24
Honda,Minivan,2022,39565,36534,2008-08-11
BMW,Convertible,2010,27884,93034,2008-07-17
Mercedes-Benz,Convertible,2019,22199,58097,2018-06-03
Chevrolet,Convertible,2001,65038,184885,2016-07-05
Chevrolet,SUV,2014,62786,25037,2000-06-27
Mercedes-Benz,SUV,2013,54294,167079,2014-02-23
Mercedes-Benz,Convertible,2019,39178,27278,2000-04-22
Mercedes-Benz,Hatchback,2021,17665,139344,2022-11-11
Toyota,Coupe,2010,5534,188255,2004-12-08
Mercedes-Benz,Truck,2002,41132,99173,2006-04-17
Mercedes-Benz,Truck,2016,41110,38294,2004-03-22
Ford,Sedan,2011,63754,73277,2019-11-16
Volkswagen,Truck,2020,68580,193581,2005-11-24
Audi,Minivan,2014,27469,4694,2003-10-13
Mercedes-Benz,Truck,2015,69016,58150,2016-02-28
Ford,Coupe,2004,51233,67470,2003-05-07
Honda,Truck,2019,71708,21556,2004-02-10
Audi,Minivan,2005,63232,195543,2009-10-14
BMW,Coupe,2018,39409,180927,2010-03-18
Audi,SUV,2004,24324,49086,2021-03-11
Toyota,Coupe,2002,13738,149979,2008-09-26
Mercedes-Benz,SUV,2000,29054,179559,2020-06-20
Audi,Coupe,2005,34709,160230,2004-04-10
Honda,Convertible,2014,5363,151365,2006-11-27
Toyota,Minivan,2001,15358,176833,2006-07-19
Mercedes-Benz,Hatchback,2002,8240,99468,2007-04-29
Hyundai,SUV,2016,77201,33387,2005-12-23
Audi,SUV,2011,50689,171822,2022-01-31
Mercedes-Benz,Truck,2017,6936,68602,2005-09-09
Hyundai,SUV,2014,48965,152328,2011-11-21
Toyota,Coupe,2011,5882,136666,2003-01-25
Nissan,Convertible,2015,25224,2460,2014-11-02
Volkswagen,Convertible,2007,35825,72356,2009-03-24
Nissan,Truck,2013,75740,54698,2005-03-23
Hyundai,Coupe,2016,33885,101746,2009-08-21
Chevrolet,Coupe,2020,45056,16191,2011-10-17
Volkswagen,Sedan,2007,8203,84631,2012-04-23
Volkswagen,SUV,2014,65241,10529,2013-01-02
Honda,Truck,2013,7244,32175,2001-05-12
Honda,Convertible,2017,73619,17675,2019-02-21
Mercedes-Benz,Minivan,2019,26584,174230,2009-10-27
Audi,Hatchback,2006,13521,46798,2006-08-10
Nissan,Sedan,2002,55017,70910,2010-05-28
BMW,Coupe,2011,38541,130400,2016-11-23
Chevrolet,SUV,2020,34063,157048,2009-06-19
BMW,Convertible,2002,75268,194188,2019-01-30
Mercedes-Benz,Minivan,2019,69952,78678,2003-02-24
Hyundai,Sedan,2013,44563,62821,2020-05-29
Volkswagen,Coupe,2014,44752,12204,2014-04-04
Chevrolet,Convertible,2013,7567,186737,2000-01-19
Mercedes-Benz,Convertible,2006,21121,7394,2008-09-13
Chevrolet,Coupe,2016,6674,64814,2015-04-09
Ford,Coupe,2011,71275,33593,2011-03-05
Nissan,Truck,2019,72081,173036,2017-09-02
Honda,Convertible,2003,34140,115064,2007-04-25
Nissan,Coupe,2008,14327,53365,2017-06-27
BMW,Hatchback,2005,75663,131515,2018-09-16
Chevrolet,Minivan,2015,28331,159252,2007-03-09
Toyota,Minivan,2021,28004,179863,2015-01-21
Honda,Hatchback,2021,15492,174737,2001-05-29
BMW,Minivan,2020,59797,103700,2000-07-25
Ford,Sedan,2020,63095,97077,2002-08-05
Ford,Minivan,2001,18749,134537,2005-01-02
Toyota,SUV,2007,68217,68247,2018-10-14
Volkswagen,Minivan,2010,14045,182631,2016-09-07
Chevrolet,Hatchback,2012,25116,156270,2017-05-16
Ford,Truck,2016,23667,54740,2005-12-07
Honda,Coupe,2007,79205,153560,2021-11-05
BMW,SUV,2020,32302,169587,2016-03-23
Toyota,Truck,2017,16283,27898,2017-11-19
Volkswagen,Convertible,2017,35935,132991,2015-06-27
Volkswagen,SUV,2013,77534,181142,2016-04-09
Mercedes-Benz,Hatchback,2014,36624,62613,2014-11-22
BMW,Truck,2005,18440,96707,2003-04-18
Honda,Coupe,2010,51501,111777,2019-03-02
Ford,Coupe,2012,6269,47003,2018-03-06
Mercedes-Benz,Minivan,2000,12868,48478,2021-01-19
Audi,Truck,2005,35251,145506,2020-07-27
Honda,Convertible,2008,43729,177318,2018-02-21
Chevrolet,Minivan,2007,20734,167721,2020-03-22
BMW,Hatchback,2010,47429,59030,2008-07-28
Toyota,Truck,2021,46337,184133,2019-07-14
Ford,Sedan,2018,45325,133071,2010-03-19
Audi,Truck,2008,67514,145921,2007-04-20
Chevrolet,Truck,2016,13433,52800,2001-07-03
Toyota,Hatchback,2011,14111,5445,2012-12-24
Ford,Coupe,2013,68753,149112,2003-05-29
Hyundai,Minivan,2014,78620,195387,2010-12-26
Hyundai,Convertible,2015,26751,246,2016-12-18
Volkswagen,Minivan,2021,21453,31153,2012-06-11
Audi,Truck,2021,43968,5212,2016-12-27
Audi,SUV,2019,35077,134411,2019-09-08
Hyundai,Coupe,2000,39775,56238,2022-07-19
Mercedes-Benz,Coupe,2009,63144,150466,2001-10-20
Mercedes-Benz,Truck,2007,53570,53871,2019-02-25
Volkswagen,Hatchback,2017,51097,100672,2015-10-25
Ford,SUV,2000,29503,34607,2014-06-29
Mercedes-Benz,Truck,2001,7779,52055,2004-08-18
Mercedes-Benz,SUV,2000,5755,104509,2021-03-06
Nissan,Coupe,2000,44263,135467,2008-07-27
Nissan,SUV,2008,60087,127378,2019-04-15
Honda,Minivan,2012,47281,146362,2012-05-30
Nissan,Truck,2000,56482,87687,2015-03-10
Ford,Sedan,2012,59857,65078,2002-08-25
Ford,Sedan,2019,22400,134763,2003-11-05
Nissan,SUV,2021,45115,138542,2009-12-09
Chevrolet,Hatchback,2006,19249,134913,2008-02-16
Toyota,Truck,2001,51825,102652,2019-11-26
Volkswagen,Convertible,2005,29600,63197,2004-04-28
Ford,Sedan,2006,42706,55773,2016-05-28
Hyundai,Coupe,2013,24222,148848,2000-02-20
Ford,Minivan,2017,46139,118943,2017-08-31
Honda,Truck,2014,46302,27584,2014-02-09
Ford,Truck,2001,73159,135372,2016-06-28
Audi,Minivan,2009,13646,3338,2011-10-10
Hyundai,Sedan,2022,18543,62601,2007-08-19
Toyota,Minivan,2011,27785,136559,2005-11-25
Ford,Minivan,2016,36406,36282,2019-03-21
Nissan,Convertible,2007,56428,115447,2014-09-04
Ford,Minivan,2010,28777,95798,2011-08-01
Volkswagen,Coupe,2002,62939,130963,2020-10-29
Honda,Convertible,2005,58026,108611,2011-06-29
Volkswagen,Coupe,2008,34553,159876,2014-10-26
Toyota,Sedan,2005,28548,140987,2012-04-26
Toyota,Truck,2008,68221,11158,2013-06-10
Toyota,Coupe,2006,42265,10547,2019-08-18
Honda,Truck,2008,45701,88713,2008-12-06
Volkswagen,SUV,2017,56287,2459,2008-03-08
Mercedes-Benz,SUV,2011,11727,159840,2020-12-15
Audi,Sedan,2007,55717,63146,2006-02-02
Toyota,Sedan,2007,37427,103577,2014-09-20
Chevrolet,Hatchback,2017,21692,181942,2007-12-30
Volkswagen,Sedan,2019,36625,107761,2021-01-31
Volkswagen,SUV,2014,29918,103727,2017-11-28
Nissan,Coupe,2006,46136,50460,2015-05-17
BMW,Minivan,2010,57409,82970,2011-10-25
BMW,Minivan,2019,20577,191889,2016-09-13
Hyundai,Minivan,2015,32689,169319,2007-08-15
Honda,Convertible,2003,16154,15419,2007-09-09
Toyota,Minivan,2005,26341,35577,2009-02-13
Nissan,Sedan,2021,79681,2921,2005-12-18
Toyota,Minivan,2002,51330,135748,2002-03-08
Toyota,Convertible,2008,73416,180756,2007-10-17
Nissan,Convertible,2009,38313,144535,2002-07-18
Nissan,SUV,2013,51900,156546,2013-03-11
Audi,Hatchback,2010,39695,40935,2008-06-18
Ford,Coupe,2017,35225,125534,2006-03-12
BMW,SUV,2021,54156,198077,2020-09-01
Ford,Sedan,2011,32829,189668,2009-07-12
Hyundai,SUV,2022,30938,72828,2009-02-24
Nissan,SUV,2011,64164,123649,2016-07-28
Honda,SUV,2012,59530,89062,2020-09-26
Hyundai,Sedan,2012,73199,55152,2021-07-08
Nissan,Sedan,2018,65282,96491,2011-06-06
Ford,SUV,2018,52801,86569,2019-07-27
Mercedes-Benz,SUV,2022,14465,72467,2013-01-22
Mercedes-Benz,Convertible,2013,8326,183648,2015-12-21
BMW,Coupe,2003,8659,197699,2022-06-19
Chevrolet,Convertible,2012,65289,156844,2019-03-04
Honda,Hatchback,2007,32594,147435,2006-04-12
Toyota,Coupe,2022,9763,159562,2005-08-07
Volkswagen,Hatchback,2020,15828,190076,2002-11-03
Hyundai,Coupe,2022,52588,122537,2017-02-02
Nissan,SUV,2018,16221,53806,2016-11-14
Mercedes-Benz,Convertible,2011,16211,131332,2011-02-25
Chevrolet,Coupe,2017,18569,75992,2003-07-07
Honda,Hatchback,2005,42860,22320,2018-06-07
Honda,Coupe,2017,76558,78971,2016-04-11
Mercedes-Benz,Sedan,2018,50337,173217,2009-07-19
Volkswagen,Coupe,2021,57311,194760,2005-12-24
Chevrolet,Minivan,2004,18515,48581,2008-09-22
Audi,SUV,2008,76695,93645,2015-01-17
Volkswagen,Truck,2002,29904,20754,2006-04-16
Ford,Sedan,2009,64935,69837,2019-06-07
Honda,Truck,2018,48790,138279,2009-09-14
Chevrolet,SUV,2002,73580,158992,2018-09-14
Mercedes-Benz,Minivan,2021,10636,123746,2001-01-26
Honda,Truck,2014,7892,114780,2002-08-26
Volkswagen,Coupe,2000,26672,87081,2014-02-07
Toyota,Truck,2006,10812,24016,2011-12-13
Toyota,Convertible,2011,5654,60522,2009-01-20
Honda,SUV,2016,59633,120896,2016-10-08
Chevrolet,Convertible,2020,22143,185140,2011-12-19
Chevrolet,Truck,2019,60934,112099,2013-03-31
Hyundai,Minivan,2004,72334,151174,2022-08-30
Ford,Convertible,2003,34087,104429,2008-07-31
Hyundai,Sedan,2011,16618,1924,2002-11-20
Hyundai,Truck,2019,13446,85015,2010-03-18
Ford,Hatchback,2017,53867,104987,2007-04-23
Mercedes-Benz,Convertible,2016,56028,54333,2000-10-02
Toyota,Coupe,2018,65101,177171,2015-08-27
Mercedes-Benz,Truck,2008,32200,188418,2021-12-18
Hyundai,Minivan,2003,66465,126372,2021-11-26
Chevrolet,Hatchback,2020,44148,181134,2000-05-08
Ford,Minivan,2001,25698,131378,2019-05-18
Volkswagen,Sedan,2003,47470,88495,2011-11-05
Nissan,Coupe,2001,56660,69767,2009-10-08
Nissan,Truck,2014,58910,104332,2020-11-13
BMW,Minivan,2001,40450,143279,2022-02-14
Honda,Coupe,2003,61463,39426,2006-07-30
Audi,Truck,2005,38757,6336,2004-07-05
Audi,Truck,2006,75247,112200,2009-09-26
Volkswagen,SUV,2009,77015,17256,2006-01-02
BMW,Convertible,2018,36390,180889,2008-07-01
Toyota,Truck,2018,61116,33719,2011-12-04
Volkswagen,Sedan,2021,18161,42017,2005-11-04
Hyundai,Hatchback,2011,37152,45704,2010-09-08
Volkswagen,Convertible,2002,25836,30013,2009-11-22
Nissan,SUV,2012,71543,79991,2006-03-29
Audi,Convertible,2017,60648,70258,2003-02-26
Toyota,Convertible,2007,31331,78348,2003-07-18
Honda,Truck,2020,15763,167848,2014-06-25
Hyundai,Sedan,2014,74444,10060,2008-11-19
Honda,Truck,2000,24187,137727,2016-08-12
Nissan,Minivan,2002,16957,49923,2018-05-22
BMW,Sedan,2007,9379,78563,2018-03-21
Honda,Minivan,2003,32959,135102,2008-01-17
BMW,Sedan,2015,32105,89779,2007-03-11
Hyundai,Coupe,2022,5877,164361,2002-08-07
Audi,Truck,2009,53353,150811,2011-02-27
Chevrolet,Minivan,2011,56567,99704,2004-07-16
Volkswagen,SUV,2013,62913,129157,2018-12-24
Mercedes-Benz,Hatchback,2013,7637,110234,2022-01-18
Toyota,Convertible,2001,77778,61687,2019-01-20
Ford,Coupe,2022,47025,36491,2004-12-22
Ford,Minivan,2004,33742,72115,2022-12-13
Hyundai,SUV,2004,16831,117935,2001-04-05
Volkswagen,Hatchback,2005,51762,83778,2021-10-28
Volkswagen,Hatchback,2012,23830,135853,2016-06-20
Volkswagen,Truck,2008,60044,20448,2017-06-16
Toyota,Sedan,2021,78948,51550,2006-11-26
Audi,Minivan,2014,74202,49294,2009-07-08
Chevrolet,Truck,2013,42045,21446,2007-05-29
Volkswagen,Hatchback,2006,76051,76579,2011-12-15
Mercedes-Benz,Truck,2019,31627,114679,2000-01-28
Chevrolet,Coupe,2001,20198,85615,2011-08-02
Toyota,Minivan,2006,74521,17101,2017-12-05
Volkswagen,SUV,2005,34475,197250,2008-04-12
Hyundai,Hatchback,2016,24403,28016,2003-06-18
Toyota,Minivan,2001,8681,150004,2018-01-13
Chevrolet,Coupe,2002,47292,175725,2018-01-03
BMW,SUV,2004,10629,90481,2003-06-05
BMW,Coupe,2004,13417,52802,2010-08-06
Hyundai,Convertible,2000,39765,7549,2003-08-19
Honda,Sedan,2007,79499,156434,2016-11-29
Ford,Sedan,2011,61574,47842,2000-12-27
Hyundai,Sedan,2003,32675,46539,2003-05-03
BMW,Convertible,2012,77267,33717,2001-08-28
Hyundai,Hatchback,2022,45563,185668,2016-04-25
Nissan,Hatchback,2014,16332,154088,2004-07-28
BMW,Convertible,2010,24177,186272,2012-03-01
Audi,Sedan,2009,73447,191359,2003-07-01
Volkswagen,Sedan,2002,62104,115042,2001-02-02
Audi,SUV,2021,9951,127922,2005-12-12
Honda,SUV,2013,33333,92447,2007-09-11
Hyundai,Truck,2015,26673,83402,2017-03-06
Nissan,Minivan,2009,45870,42607,2015-07-22
BMW,Minivan,2009,76101,158693,2008-01-18
Volkswagen,Minivan,2011,27821,12823,2002-08-02
Nissan,Coupe,2008,30494,29986,2016-05-01
Nissan,SUV,2000,79160,121682,2017-05-19
Audi,SUV,2004,5835,64325,2021-04-10
Ford,SUV,2019,23646,127925,2019-06-09
Chevrolet,SUV,2007,42335,57771,2003-04-11
Ford,Convertible,2010,74351,54973,2003-04-27
Hyundai,Truck,2011,7429,145762,2002-04-03
Hyundai,SUV,2000,46950,39107,2019-05-25
Ford,Hatchback,2021,65654,57888,2001-06-19
Chevrolet,Coupe,2019,73143,10956,2008-03-29
BMW,Minivan,2010,36099,86839,2020-08-20
Nissan,SUV,2004,44385,187299,2002-08-07
Nissan,Convertible,2014,40919,167605,2001-06-27
Ford,Hatchback,2004,65782,187306,2010-09-05
Ford,Minivan,2011,76116,101131,2011-07-26
Toyota,Sedan,2004,77590,67594,2007-11-06
Chevrolet,Sedan,2016,45387,187973,2006-02-24
Audi,Minivan,2016,20823,11519,2005-01-10
Nissan,Truck,2011,51015,162187,2022-08-21
Audi,Sedan,2014,20339,197338,2019-02-06
Volkswagen,SUV,2014,8491,1832,2000-12-14
BMW,Minivan,2005,5706,172440,2012-08-06
Ford,Convertible,2011,20728,113922,2011-11-12
Toyota,Truck,2019,11997,105474,2014-10-13
Toyota,Hatchback,2017,65408,69715,2015-08-06
Hyundai,SUV,2013,63097,71835,2003-12-26
Volkswagen,Sedan,2001,43523,73366,2005-12-25
BMW,Coupe,2008,30163,37570,2020-05-11
BMW,SUV,2004,22718,137687,2010-06-08
Honda,Coupe,2019,44619,38311,2020-01-05
Ford,Hatchback,2000,17126,90245,2022-02-20
Hyundai,Coupe,2022,69926,103187,2010-01-30
Chevrolet,Hatchback,2002,45633,23434,2005-01-20
Chevrolet,Truck,2005,8317,86879,2005-01-28
Mercedes-Benz,Convertible,2004,49980,15739,2008-03-04
BMW,Sedan,2020,49115,66202,2007-12-04
Audi,Sedan,2004,66646,98580,2020-07-10
Volkswagen,SUV,2000,48158,79599,2001-07-12
Toyota,Minivan,2016,60963,164721,2007-12-06
Ford,Sedan,2018,52631,178517,2003-06-08
Volkswagen,Truck,2013,54316,116770,2004-08-08
Nissan,Sedan,2011,64342,39470,2014-06-07
Honda,SUV,2009,20504,74965,2017-03-15
Toyota,Sedan,2019,73593,125332,2009-02-07
Volkswagen,Convertible,2020,31660,179693,2003-05-26
Volkswagen,Hatchback,2017,42196,129681,2008-08-09
Honda,Coupe,2010,70938,163998,2008-04-25
Volkswagen,Coupe,2001,13605,114300,2022-11-14
Hyundai,Hatchback,2017,62388,37997,2004-11-16
Toyota,Coupe,2006,60501,191012,2012-10-19
Nissan,Convertible,2014,58309,171796,2004-01-17
Toyota,Truck,2010,32043,97805,2019-07-28
Honda,SUV,2017,38635,162776,2020-09-03
Nissan,Convertible,2022,38132,122202,2000-04-16
Chevrolet,SUV,2011,20366,159463,2007-04-22
Ford,Truck,2005,77107,194363,2013-07-06
BMW,Convertible,2019,67580,2526,2019-11-27
Chevrolet,Sedan,2022,62889,155758,2003-03-10
Hyundai,Minivan,2012,44236,73339,2003-03-03
Toyota,Truck,2019,9150,6574,2006-02-24
Nissan,Coupe,2015,24423,8733,2018-03-20
Ford,Convertible,2017,9137,50290,2020-12-10
Ford,Truck,2009,34992,72793,2001-05-26
Honda,Truck,2022,49921,36051,2002-06-07
Honda,Convertible,2007,71917,15909,2021-11-09
Honda,Coupe,2017,78690,77338,2008-04-10
Audi,Hatchback,2020,39235,73432,2006-12-05
Toyota,Coupe,2000,24122,28133,2017-04-16
Mercedes-Benz,Truck,2022,28956,182643,2005-08-26
Hyundai,SUV,2007,68879,79062,2014-10-27
Volkswagen,Hatchback,2005,63560,181980,2017-11-24
Hyundai,Hatchback,2004,73685,142350,2009-10-09
BMW,Truck,2014,29660,111546,2003-05-27
Honda,Convertible,2021,6168,51458,2011-11-08
BMW,Convertible,2014,50124,195337,2005-04-09
Hyundai,Convertible,2001,40897,187854,2009-04-18
Audi,Coupe,2000,20032,55415,2001-03-16
BMW,Sedan,2022,57797,54160,2014-04-28
Toyota,Convertible,2022,40294,54399,2022-05-26
Nissan,Convertible,2010,48827,25298,2007-07-06
Mercedes-Benz,Hatchback,2009,8516,153263,2022-01-04
Mercedes-Benz,SUV,2017,24751,188036,2022-06-12
Hyundai,SUV,2017,35373,164164,2004-05-05
Volkswagen,Truck,2016,35270,89407,2002-04-05
Honda,Truck,2007,15386,62513,2010-06-21
Hyundai,Truck,2014,69817,51097,2003-06-22
BMW,Convertible,2007,70184,161351,2020-11-06
Audi,SUV,2016,42879,145476,2009-05-29
Nissan,Truck,2011,54597,35198,2022-02-23
Mercedes-Benz,SUV,2007,44132,49997,2003-08-03
Chevrolet,Convertible,2013,8626,131639,2001-04-22
Mercedes-Benz,Hatchback,2003,60390,192104,2005-12-02
Nissan,Convertible,2000,21645,2179,2001-05-23
Toyota,Truck,2000,59144,2019,2020-01-15
BMW,Convertible,2018,18382,81455,2001-01-16
Ford,Convertible,2015,9025,149776,2005-01-19
Audi,SUV,2013,48226,149102,2019-12-27
Volkswagen,Sedan,2020,74711,126883,2021-02-16
Chevrolet,Coupe,2015,79710,69445,2012-09-03
Hyundai,Truck,2004,8443,73551,2015-08-14
Honda,Minivan,2008,26395,3420,2004-11-11
Honda,Sedan,2001,15725,59875,2022-03-09
Honda,Hatchback,2017,38461,178725,2006-04-03
Chevrolet,Minivan,2005,46115,16740,2003-05-29
Nissan,Truck,2008,76260,65263,2003-08-26
Volkswagen,Sedan,2000,33690,105789,2010-01-17
Mercedes-Benz,Convertible,2008,6407,195631,2003-04-15
Hyundai,Truck,2015,78568,19465,2004-11-29
Ford,Sedan,2012,63560,182504,2016-12-03
Volkswagen,Coupe,2008,52340,4131,2003-12-25
Hyundai,Convertible,2020,22794,10652,2005-04-17
Ford,Truck,2012,24881,196045,2002-01-16
Audi,Hatchback,2008,54703,178219,2020-03-06
Nissan,Hatchback,2010,49354,47671,2021-10-30
Audi,Truck,2003,19390,89342,2018-09-10
Nissan,Sedan,2001,32307,19171,2002-03-03
BMW,Truck,2005,29502,186764,2018-12-19
Mercedes-Benz,Minivan,2013,27486,58541,2003-06-21
Toyota,Convertible,2003,43258,9470,2017-06-09
Toyota,SUV,2005,62716,192416,2007-05-14
Nissan,Hatchback,2018,15748,44308,2021-07-23
Toyota,Sedan,2005,67785,181711,2000-10-19
Chevrolet,Coupe,2001,27738,152398,2018-10-17
Hyundai,Truck,2017,79231,135669,2011-01-05
Volkswagen,Convertible,2012,78606,102840,2004-07-06
Audi,Truck,2008,46662,161860,2014-02-27
BMW,Coupe,2022,20123,196092,2004-08-20
Mercedes-Benz,Convertible,2018,30616,49477,2018-05-16
Mercedes-Benz,Coupe,2012,16182,108261,2002-11-03
BMW,Convertible,2010,67013,102466,2010-07-19
Honda,SUV,2000,36331,33071,2014-12-12
Honda,Hatchback,2021,51098,192995,2019-04-19
Honda,Convertible,2006,31128,70560,2016-12-06
BMW,Coupe,2020,36556,188564,2003-03-07
Toyota,Sedan,2014,26876,162842,2002-10-26
Ford,Hatchback,2000,13949,76762,2002-09-05
BMW,Minivan,2011,56962,166471,2014-01-16
Toyota,SUV,2006,76206,188511,2000-05-17
Volkswagen,Truck,2014,29099,175487,2013-03-01
BMW,SUV,2020,17716,143641,2006-09-21
Audi,SUV,2018,57611,2369,2020-03-28
Toyota,Truck,2000,43885,109963,2008-12-10
Mercedes-Benz,Convertible,2016,58144,528,2012-09-23
Nissan,SUV,2016,70220,108806,2014-05-20
Nissan,Hatchback,2002,12837,161386,2014-11-11
BMW,SUV,2011,54355,102979,2016-05-21
Audi,Sedan,2005,52299,149119,2007-02-02
Audi,Hatchback,2010,24159,19748,2019-08-25
Nissan,Sedan,2002,56012,35109,2008-04-22
Toyota,Hatchback,2007,64305,13919,2000-06-18
Volkswagen,Coupe,2013,22106,47498,2008-11-13
BMW,Truck,2013,63123,55808,2009-05-08
Volkswagen,Hatchback,2009,13720,70441,2009-10-08
Honda,Hatchback,2001,42661,113843,2009-07-16
Ford,Convertible,2013,26120,74420,2013-03-28
Chevrolet,Convertible,2008,24790,159978,2005-01-15
Honda,Coupe,2002,63655,107447,2018-10-31
Hyundai,Convertible,2020,64643,66896,2012-06-18
Mercedes-Benz,Minivan,2007,52374,103431,2018-09-27
Chevrolet,Minivan,2015,47907,153018,2008-04-14
Mercedes-Benz,Convertible,2001,55071,47020,2016-12-11
BMW,Minivan,2005,39812,22161,2010-11-09
Honda,Sedan,2020,54570,27738,2019-09-02
Audi,Minivan,2011,55901,134997,2015-01-01
Nissan,Convertible,2004,65186,139535,2014-09-24
Nissan,Convertible,2001,55251,57153,2003-02-20
Volkswagen,Minivan,2015,70171,61009,2011-11-05
Chevrolet,Coupe,2004,41160,87938,2000-04-21
Hyundai,Coupe,2014,24156,99546,2001-08-15
Honda,SUV,2011,77320,172624,2020-04-18
Nissan,Convertible,2003,22929,56271,2022-05-24
Toyota,Convertible,2014,71606,9797,2003-05-23
Audi,Hatchback,2010,67559,86130,2016-05-19
Mercedes-Benz,Convertible,2015,59205,71942,2007-08-26
BMW,Sedan,2022,73475,118065,2009-11-07
Volkswagen,Minivan,2005,69341,13965,2010-05-31
Chevrolet,Hatchback,2013,47863,13733,2004-03-06
Ford,Convertible,2017,70439,184295,2021-08-27
Nissan,Sedan,2011,12194,127182,2005-05-23
Volkswagen,SUV,2010,76387,157998,2004-02-11
Toyota,Hatchback,2012,71214,159855,2012-03-25
Toyota,Minivan,2020,34777,83360,2017-07-17
Hyundai,Minivan,2022,31183,167466,2022-09-23
Chevrolet,Truck,2010,32445,108378,2006-06-12
Hyundai,Convertible,2022,72038,195868,2014-07-25
Chevrolet,Hatchback,2015,21198,28287,2000-08-13
Nissan,Minivan,2014,26411,82104,2008-03-30
Honda,Coupe,2020,55577,161508,2011-04-19
BMW,Hatchback,2014,20867,86916,2001-09-05
Mercedes-Benz,Coupe,2003,67501,3188,2000-04-08
Mercedes-Benz,Convertible,2010,19266,91205,2014-12-11
Honda,Sedan,2018,44422,97349,2016-03-13
Toyota,Coupe,2014,40208,137837,2009-02-19
Audi,Hatchback,2003,36213,182698,2007-05-23
BMW,Hatchback,2020,12367,141879,2016-03-14
Nissan,Minivan,2012,40362,10204,2020-07-31
Honda,Coupe,2021,56588,189016,2002-10-16
BMW,SUV,2018,43285,42120,2008-04-13
Mercedes-Benz,Minivan,2001,79755,102903,2009-08-29
BMW,SUV,2013,76846,153730,2010-08-22
Chevrolet,SUV,2003,41307,37081,2017-01-22
Volkswagen,Coupe,2015,24867,34986,2014-03-10
Chevrolet,Coupe,2020,61523,79322,2015-04-10
Honda,Hatchback,2019,11378,94819,2018-06-04
Nissan,Convertible,2013,32926,130015,2019-01-22
Ford,Convertible,2014,18180,50304,2016-06-18
Hyundai,Sedan,2002,41931,65592,2002-03-07
